year,days_published,newspaper_name,city,state,total_circulation,county,rucc,rucc_description,metro,latitude,longitude,state_full
2016,2,View Neighborhood Newspapers,Las Vegas,Nev.,600557,Clark,major,Metro - Counties in metro areas of 1 million population or more,1,36.1699,-115.14,Nevada
2016,7,Daily News,New York,N.Y.,599620,Kings,major,Metro - Counties in metro areas of 1 million population or more,1,40.6639,-73.9383,New York
2016,7,Los Angeles Times,Los Angeles,Calif.,571403,Los Angeles,major,Metro - Counties in metro areas of 1 million population or more,1,34.1048,-118.411,California
2016,7,Washington Post,Washington,D.C.,480166,District of Columbia,major,Metro - Counties in metro areas of 1 million population or more,1,38.9048,-77.0163,District of Columbia
2016,7,Newsday,Melville,N.Y.,460149,Suffolk,major,Metro - Counties in metro areas of 1 million population or more,1,40.7823,-73.4088,New York
2016,7,Chicago Tribune,Chicago,Ill.,390517,Cook,major,Metro - Counties in metro areas of 1 million population or more,1,41.8726,-87.652,Illinois
2016,1,Midweek Wire,Trevose,Pa.,373116,Bucks,major,Metro - Counties in metro areas of 1 million population or more,1,40.1393,-74.981,Pennsylvania
2016,7,amNewYork,New York,N.Y.,335900,Kings,major,Metro - Counties in metro areas of 1 million population or more,1,40.6639,-73.9383,New York
2016,7,Cleveland Plain Dealer The,Cleveland,Ohio,311605,Cuyahoga,major,Metro - Counties in metro areas of 1 million population or more,1,41.4793,-81.6802,Ohio
2016,7,Star Tribune,Minneapolis,Minn.,300330,Hennepin,major,Metro - Counties in metro areas of 1 million population or more,1,44.9635,-93.2678,Minnesota
2016,7,Arizona Republic,Phoenix,Ariz.,296934,Maricopa,major,Metro - Counties in metro areas of 1 million population or more,1,33.5722,-112.088,Arizona
2016,7,Denver Post,Denver,Colo.,285027,Denver,major,Metro - Counties in metro areas of 1 million population or more,1,39.7614,-104.877,Colorado
2016,2,Metro Community News,Cheektowaga,N.Y.,279152,Erie,major,Metro - Counties in metro areas of 1 million population or more,1,42.9082,-78.7496,New York
2016,7,Las Vegas Review-Journal,Las Vegas,Nev.,266563,Clark,major,Metro - Counties in metro areas of 1 million population or more,1,36.2277,-115.264,Nevada
2016,1,Village Voice,New York,N.Y.,260000,Kings,major,Metro - Counties in metro areas of 1 million population or more,1,40.7128,-74.0059,New York
2016,7,Philadelphia Inquirer,Philadelphia,Pa.,258560,Philadelphia,major,Metro - Counties in metro areas of 1 million population or more,1,40.0076,-75.134,Pennsylvania
2016,1,Midweek,Kaneohe,Hawaii,250000,Honolulu,minor,"Metro - Counties in metro areas of 250,000 to 1 million population",1,21.4021,-157.796,Hawaii
2016,7,Boston Globe The/ Boston Sunday Globe,Boston,Mass.,243986,Suffolk,major,Metro - Counties in metro areas of 1 million population or more,1,42.3322,-71.0164,Massachusetts
2016,7,Houston Chronicle,Houston,Texas,239798,Harris,major,Metro - Counties in metro areas of 1 million population or more,1,29.7805,-95.3863,Texas
2016,7,Dallas Morning News,Dallas,Texas,238960,Dallas,major,Metro - Counties in metro areas of 1 million population or more,1,32.7946,-96.7663,Texas
2016,7,Tampa Bay Times,St Petersburg,Fla.,237624,Pinellas,major,Metro - Counties in metro areas of 1 million population or more,1,27.7617,-82.6429,Florida
2016,7,St Paul Pioneer Press,St Paul,Minn.,235968,Ramsey,major,Metro - Counties in metro areas of 1 million population or more,1,44.9477,-93.104,Minnesota
2016,7,San Francisco Chronicle,San Francisco,Calif.,229176,San Francisco,major,Metro - Counties in metro areas of 1 million population or more,1,37.7597,-122.694,California
2016,7,Star-Ledger of Newark,Newark,N.J.,222794,Essex,major,Metro - Counties in metro areas of 1 million population or more,1,40.7242,-74.1724,New Jersey
2016,7,Chicago Sun-Times/Sunday Sun-Times,Chicago,Ill.,209766,Cook,major,Metro - Counties in metro areas of 1 million population or more,1,41.8726,-87.652,Illinois
2016,1,La Voz de Houston,Houston,Texas,198856,Harris,major,Metro - Counties in metro areas of 1 million population or more,1,29.7805,-95.3863,Texas
2016,7,Sacramento Bee,Sacramento,Calif.,196667,Sacramento,major,Metro - Counties in metro areas of 1 million population or more,1,38.5666,-121.468,California
2016,2,Suncoast News,Pinellas,Fla.,196303,Pinellas,major,Metro - Counties in metro areas of 1 million population or more,1,27.8589,-82.7082,Florida
2016,7,Tribune-Review,Greensburg,Pa.,185996,Westmoreland,major,Metro - Counties in metro areas of 1 million population or more,1,40.3113,-79.5444,Pennsylvania
2016,2,Reminder,Hartford,Conn.,181319,Hartford,major,Metro - Counties in metro areas of 1 million population or more,1,41.7661,-72.6834,Connecticut
2016,5,Express,Washington,D.C.,174074,District of Columbia,major,Metro - Counties in metro areas of 1 million population or more,1,38.9072,-77.0369,District of Columbia
2016,7,Orlando Sentinel,Orlando,Fla.,173542,Orange,major,Metro - Counties in metro areas of 1 million population or more,1,28.4159,-81.2988,Florida
2016,7,Seattle Times,Seattle,Wash.,172434,King,major,Metro - Counties in metro areas of 1 million population or more,1,47.6202,-122.351,Washington
2016,7,Miami Herald,Miami,Fla.,166272,Miami-Dade,major,Metro - Counties in metro areas of 1 million population or more,1,25.7753,-80.2089,Florida
2016,7,San Diego Union-Tribune,San Diego,Calif.,165204,San Diego,major,Metro - Counties in metro areas of 1 million population or more,1,32.8169,-117.133,California
2016,7,Orange County Register,Santa Ana,Calif.,160872,Orange,major,Metro - Counties in metro areas of 1 million population or more,1,33.7367,-117.882,California
2016,1,AdNet Community News,Canandaigua,N.Y.,160000,Madison,minor,"Metro - Counties in metro areas of 250,000 to 1 million population",1,42.889,-75.441,New York
2016,1,LA Weekly,Culver City,Calif.,156816,Los Angeles,major,Metro - Counties in metro areas of 1 million population or more,1,34.0058,-118.397,California
2016,7,Record/ Sunday Record,Hackensack,N.J.,155236,Bergen,major,Metro - Counties in metro areas of 1 million population or more,1,40.889,-74.0461,New Jersey
2016,1,Best,Melbourne,Fla.,155000,Brevard,minor,"Metro - Counties in metro areas of 250,000 to 1 million population",1,28.0836,-80.6081,Florida
2016,1,Ballston Journal,Ballston Spa,N.Y.,151000,Saratoga,minor,"Metro - Counties in metro areas of 250,000 to 1 million population",1,43.0009,-73.849,New York
2016,7,Pittsburgh Post-Gazette,Pittsburgh,Pa.,149586,Allegheny,major,Metro - Counties in metro areas of 1 million population or more,1,40.4395,-79.9763,Pennsylvania
2016,2,Queens Tribune,Queens,N.Y.,149000,Queens,major,Metro - Counties in metro areas of 1 million population or more,1,40.6575,-73.8388,New York
2016,1,Boston Phoenix,Boston,Mass.,145551,Suffolk,major,Metro - Counties in metro areas of 1 million population or more,1,42.3322,-71.0164,Massachusetts
2016,1,Herald Newspapers,Cape May,N.J.,138904,Cape May,minor,"Metro - Counties in metro areas of fewer than 250,000 population",1,38.9408,-74.9041,New Jersey
2016,7,Herald News,Passaic,N.J.,138904,Passaic,major,Metro - Counties in metro areas of 1 million population or more,1,40.8558,-74.1255,New Jersey
2016,1,Sun News,Valley View,Ohio,137284,Cuyahoga,major,Metro - Counties in metro areas of 1 million population or more,1,41.3878,-81.6046,Ohio
2016,7,Arkansas Democrat-Gazette,Little Rock,Ark.,135267,Pulaski,minor,"Metro - Counties in metro areas of 250,000 to 1 million population",1,34.7255,-92.3583,Arkansas
2016,7,Honolulu Star-Advertiser,Honolulu,Hawaii,135000,Honolulu,minor,"Metro - Counties in metro areas of 250,000 to 1 million population",1,21.3113,-157.859,Hawaii
2016,7,Buffalo News,Buffalo,N.Y.,132593,Erie,major,Metro - Counties in metro areas of 1 million population or more,1,42.8923,-78.8594,New York
2016,1,Tennessee Tribune,Nashville,Tenn.,130998,Davidson,major,Metro - Counties in metro areas of 1 million population or more,1,36.1627,-86.7816,Tennessee
2016,1,N'Digo,Chicago,Ill.,130000,Cook,major,Metro - Counties in metro areas of 1 million population or more,1,41.8781,-87.6298,Illinois
2016,1,Community Reporter,Toms River,N.J.,129061,Ocean,major,Metro - Counties in metro areas of 1 million population or more,1,39.993,-74.1855,New Jersey
2016,7,Milwaukee Journal Sentinel,Milwaukee,Wisc.,128321,Milwaukee,major,Metro - Counties in metro areas of 1 million population or more,1,43.0641,-87.9672,Wisconsin
2016,1,La Raza,Chicago,Ill.,127280,Cook,major,Metro - Counties in metro areas of 1 million population or more,1,41.8726,-87.652,Illinois
2016,1,Caribbean Life,Brooklyn,N.Y.,125000,Kings,major,Metro - Counties in metro areas of 1 million population or more,1,40.6782,-73.9442,New York
2016,7,Press-Enterprise,Riverside,Calif.,124051,Riverside,major,Metro - Counties in metro areas of 1 million population or more,1,33.9381,-117.395,California
2016,1,La Estrella en Casa,Fort Worth,Texas,123150,Tarrant,major,Metro - Counties in metro areas of 1 million population or more,1,32.7795,-97.3463,Texas
2016,7,Virginian-Pilot,Norfolk,Va.,121254,Norfolk city,major,Metro - Counties in metro areas of 1 million population or more,1,36.9233,-76.2456,Virginia
2016,1,Chicago Weekend Citizen,Chicago,Ill.,121000,Cook,major,Metro - Counties in metro areas of 1 million population or more,1,41.8781,-87.6298,Illinois
2016,7,Detroit Free Press,Detroit,Mich.,120433,Wayne,major,Metro - Counties in metro areas of 1 million population or more,1,42.384,-83.1017,Michigan
2016,1,Milwaukee Courier,Milwaukee,Wisc.,120000,Milwaukee,major,Metro - Counties in metro areas of 1 million population or more,1,43.0641,-87.9672,Wisconsin
2016,7,Austin American-Statesman,Austin,Texas,118105,Travis,major,Metro - Counties in metro areas of 1 million population or more,1,30.3072,-97.756,Texas
2016,7,New York Post,New York,N.Y.,116097,Kings,major,Metro - Counties in metro areas of 1 million population or more,1,40.6639,-73.9383,New York
2016,1,New York Press,New York,N.Y.,116000,New York,major,Metro - Counties in metro areas of 1 million population or more,1,40.7128,-74.0059,New York
2016,1,Advisor & Source,Clinton Township,Mich.,115389,Allegan,rural,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",0,42.585,-86.148,Michigan
2016,7,Fort Worth Star-Telegram,Fort Worth,Texas,115000,Tarrant,major,Metro - Counties in metro areas of 1 million population or more,1,32.7795,-97.3463,Texas
2016,2,Hoy Los Angeles,Los Angeles,Calif.,114735,Los Angeles,major,Metro - Counties in metro areas of 1 million population or more,1,34.1048,-118.411,California
2016,3,Times-Picayune,New Orleans,La.,113625,Orleans Parish,major,Metro - Counties in metro areas of 1 million population or more,1,30.0688,-89.9309,Louisiana
2016,1,San Diego Reader,San Diego,Calif.,112594,San Diego,major,Metro - Counties in metro areas of 1 million population or more,1,32.7157,-117.161,California
2016,1,City Pages,Minneapolis,Minn.,112025,Hennepin,major,Metro - Counties in metro areas of 1 million population or more,1,44.9635,-93.2678,Minnesota
2016,1,Northeast Times,Philadelphia,Pa.,112000,Philadelphia,major,Metro - Counties in metro areas of 1 million population or more,1,40.0076,-75.134,Pennsylvania
2016,1,Metro Reporter,San Francisco,Calif.,111013,San Francisco,major,Metro - Counties in metro areas of 1 million population or more,1,37.7749,-122.419,California
2016,7,Portland Oregonian,Portland,Ore.,110530,Multnomah,major,Metro - Counties in metro areas of 1 million population or more,1,45.5372,-122.65,Oregon
2016,7,Daily Oklahoman,Oklahoma City,Okla.,107931,Oklahoma,major,Metro - Counties in metro areas of 1 million population or more,1,35.4676,-97.5191,Oklahoma
2016,7,Charlotte Observer,Charlotte,N.C.,106796,Mecklenburg,major,Metro - Counties in metro areas of 1 million population or more,1,35.2079,-80.8301,North Carolina
2016,3,Grand Rapids Press,Grand Rapids,Mich.,106650,Kent,minor,"Metro - Counties in metro areas of 250,000 to 1 million population",1,42.9615,-85.6557,Michigan
2016,7,Indianapolis Star,Indianapolis,Ind.,106151,Marion,major,Metro - Counties in metro areas of 1 million population or more,1,39.7771,-86.1463,Indiana
2016,7,Columbus Dispatch The,Columbus,Ohio,105917,Franklin,major,Metro - Counties in metro areas of 1 million population or more,1,39.9586,-82.9965,Ohio
2016,7,Atlanta Journal-Constitution,Atlanta,Ga.,105653,Fulton,major,Metro - Counties in metro areas of 1 million population or more,1,33.7627,-84.4231,Georgia
2016,1,Miami New Times,Miami,Fla.,105043,Miami-Dade,major,Metro - Counties in metro areas of 1 million population or more,1,25.7753,-80.2089,Florida
2016,1,The Fairfax County Times,Fairfax,Va.,105000,Fairfax city,major,Metro - Counties in metro areas of 1 million population or more,1,38.853,-77.2999,Virginia
2016,7,Ocala StarBanner,Ocala,Fla.,104359,Marion,minor,"Metro - Counties in metro areas of 250,000 to 1 million population",1,29.1803,-82.1488,Florida
2016,7,Des Moines Register The,Des Moines,Iowa,104099,Polk,minor,"Metro - Counties in metro areas of 250,000 to 1 million population",1,41.5985,-93.6076,Iowa
2016,6,Lake County News-Sun The,Waukegan,Ill.,104000,Lake,major,Metro - Counties in metro areas of 1 million population or more,1,42.3694,-87.8462,Illinois
2016,1,El Mensajero,San Francisco,Calif.,103800,San Francisco,major,Metro - Counties in metro areas of 1 million population or more,1,37.7597,-122.694,California
2016,7,Omaha World-Herald,Omaha,Neb.,103792,Douglas,minor,"Metro - Counties in metro areas of 250,000 to 1 million population",1,41.2659,-96.0538,Nebraska
2016,6,Detroit News The,Detroit,Mich.,102065,Wayne,major,Metro - Counties in metro areas of 1 million population or more,1,42.384,-83.1017,Michigan
2016,6,San Francisco Examiner,San Francisco,Calif.,101200,San Francisco,major,Metro - Counties in metro areas of 1 million population or more,1,37.7597,-122.694,California
2016,1,Santa Monica Observer,Santa Monica,Calif.,100000,Los Angeles,major,Metro - Counties in metro areas of 1 million population or more,1,34.0232,-118.482,California
2016,1,Long Island Press,Syosset,N.Y.,100000,Nassau,major,Metro - Counties in metro areas of 1 million population or more,1,40.8262,-73.5021,New York
2016,6,Hoy Chicago,Chicago,Ill.,100000,Cook,major,Metro - Counties in metro areas of 1 million population or more,1,41.8726,-87.652,Illinois
2016,1,Facts News,Seattle,Wash.,100000,King,major,Metro - Counties in metro areas of 1 million population or more,1,47.6062,-122.332,Washington
2016,7,Baltimore Sun The,Baltimore,Md.,99765,Baltimore city,major,Metro - Counties in metro areas of 1 million population or more,1,39.301,-76.6106,Maryland
2016,6,Philadelphia Daily News,Philadelphia,Pa.,97694,Philadelphia,major,Metro - Counties in metro areas of 1 million population or more,1,40.0076,-75.134,Pennsylvania
2016,7,Richmond Times-Dispatch,Richmond,Va.,97497,Richmond city,major,Metro - Counties in metro areas of 1 million population or more,1,37.5411,-77.4354,Virginia
2016,1,Cypress Creek Mirror,Cypress,Texas,96000,Harris,major,Metro - Counties in metro areas of 1 million population or more,1,29.9716,-95.693,Texas
2016,7,Hartford Courant,Hartford,Conn.,95498,Hartford,major,Metro - Counties in metro areas of 1 million population or more,1,41.7661,-72.6834,Connecticut
2016,7,News & Observer,Raleigh,N.C.,94918,Wake,major,Metro - Counties in metro areas of 1 million population or more,1,35.8302,-78.6414,North Carolina
2016,7,Palm Beach Post,West Palm Beach,Fla.,94664,Palm Beach,major,Metro - Counties in metro areas of 1 million population or more,1,26.7468,-80.1315,Florida
2016,1,Westword,Denver,Colo.,94632,Denver,major,Metro - Counties in metro areas of 1 million population or more,1,39.7614,-104.877,Colorado
2016,7,Los Angeles Daily News,Los Angeles,Calif.,94016,Los Angeles,major,Metro - Counties in metro areas of 1 million population or more,1,34.1048,-118.411,California
2016,7,Democrat & Chronicle,Rochester,N.Y.,93716,Monroe,major,Metro - Counties in metro areas of 1 million population or more,1,43.1653,-77.611,New York
2016,7,Fresno Bee,Fresno,Calif.,92928,Fresno,minor,"Metro - Counties in metro areas of 250,000 to 1 million population",1,36.7827,-119.794,California
2016,7,San Antonio Express-News,San Antonio,Texas,92837,Bexar,major,Metro - Counties in metro areas of 1 million population or more,1,29.4154,-98.4959,Texas
2016,1,Los Angeles Sentinel,Los Angeles,Calif.,92200,Los Angeles,major,Metro - Counties in metro areas of 1 million population or more,1,34.0522,-118.244,California
2016,5,Metro Philadelphia,Philadelphia,Pa.,91010,Philadelphia,major,Metro - Counties in metro areas of 1 million population or more,1,40.0076,-75.134,Pennsylvania
2016,2,Mount Prospect Journal,Mount Prospect,Ill.,90996,Cook,major,Metro - Counties in metro areas of 1 million population or more,1,42.0664,-87.9373,Illinois
2016,1,Chicago Crusader,Chicago,Ill.,90661,Cook,major,Metro - Counties in metro areas of 1 million population or more,1,41.8781,-87.6298,Illinois
2016,1,Dallas Observer,Dallas,Texas,90200,Dallas,major,Metro - Counties in metro areas of 1 million population or more,1,32.7946,-96.7663,Texas
2016,1,Northern Westchester Express,Westchester,N.Y.,89403,Westchester,major,Metro - Counties in metro areas of 1 million population or more,1,41.122,-73.7949,New York
2016,7,Courier-Journal,Louisville,Ky.,88469,Jefferson,major,Metro - Counties in metro areas of 1 million population or more,1,38.1781,-85.6667,Kentucky
2016,1,Nuestra Gente,Ontario,Calif.,88000,San Bernardino,major,Metro - Counties in metro areas of 1 million population or more,1,34.0633,-117.651,California
2016,1,Weekender The,Bel Air,Md.,87000,Harford,major,Metro - Counties in metro areas of 1 million population or more,1,39.535,-76.3483,Maryland
2016,7,Times,Munster,Ind.,86841,Lake,major,Metro - Counties in metro areas of 1 million population or more,1,41.5469,-87.5039,Indiana
2016,7,Cincinnati Enquirer,Cincinnati,Ohio,86345,Hamilton,major,Metro - Counties in metro areas of 1 million population or more,1,39.1429,-84.5037,Ohio
2016,7,La Opinion,Los Angeles,Calif.,86000,Los Angeles,major,Metro - Counties in metro areas of 1 million population or more,1,34.1048,-118.411,California
2016,1,Houston Press,Houston,Texas,85000,Harris,major,Metro - Counties in metro areas of 1 million population or more,1,29.7805,-95.3863,Texas
2016,7,Advocate/ Sunday Advocate,Baton Rouge,La.,84600,East Baton Rouge Parish,minor,"Metro - Counties in metro areas of 250,000 to 1 million population",1,30.4508,-91.1258,Louisiana
2016,1,New York Beacon,New York,N.Y.,84472,New York,major,Metro - Counties in metro areas of 1 million population or more,1,40.7128,-74.0059,New York
2016,1,News-Advertiser,Harlan,Iowa,84000,Shelby,rural,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",0,41.6495,-95.3269,Iowa
2016,2,Osceola News-Gazette,Kissimmee,Fla.,83420,Osceola,major,Metro - Counties in metro areas of 1 million population or more,1,28.2951,-81.4101,Florida
2016,7,Wisconsin State Journal/Capital Times,Madison,Wisc.,83349,Dane,minor,"Metro - Counties in metro areas of 250,000 to 1 million population",1,43.0878,-89.4301,Wisconsin
2016,2,East Valley Tribune,Mesa,Ariz.,82880,Maricopa,major,Metro - Counties in metro areas of 1 million population or more,1,33.4019,-111.717,Arizona
2016,7,Press-Telegram,Long Beach,Calif.,82556,Los Angeles,major,Metro - Counties in metro areas of 1 million population or more,1,33.8057,-118.161,California
2016,1,Cleveland Free Times,Cleveland,Ohio,80190,Cuyahoga,major,Metro - Counties in metro areas of 1 million population or more,1,41.4793,-81.6802,Ohio
2016,1,Phoenix New Times,Phoenix,Ariz.,80000,Maricopa,major,Metro - Counties in metro areas of 1 million population or more,1,33.5722,-112.088,Arizona
2016,1,Creative Loafing Atlanta,Atlanta,Ga.,80000,Fulton,major,Metro - Counties in metro areas of 1 million population or more,1,33.749,-84.388,Georgia
2016,1,City Paper,Baltimore,Md.,80000,Baltimore city,major,Metro - Counties in metro areas of 1 million population or more,1,39.2904,-76.6122,Maryland
2016,7,El Nuevo Herald,Miami,Fla.,78000,Miami-Dade,major,Metro - Counties in metro areas of 1 million population or more,1,25.7753,-80.2089,Florida
2016,1,Metro Santa Cruz,Santa Cruz,Calif.,77715,Santa Cruz,minor,"Metro - Counties in metro areas of 250,000 to 1 million population",1,36.9741,-122.031,California
2016,1,Metro,San Jose,Calif.,77715,Santa Clara,major,Metro - Counties in metro areas of 1 million population or more,1,37.3382,-121.886,California
2016,7,Intelligencer Journal/Lancaster New Era,Lancaster,Pa.,77518,Lancaster,minor,"Metro - Counties in metro areas of 250,000 to 1 million population",1,40.0395,-76.3055,Pennsylvania
2016,7,Sarasota Herald-Tribune,Sarasota,Fla.,77386,Sarasota,minor,"Metro - Counties in metro areas of 250,000 to 1 million population",1,27.3377,-82.5298,Florida
2016,1,Oak Lawn Independent,Oak Lawn,Ill.,76700,Cook,major,Metro - Counties in metro areas of 1 million population or more,1,41.7138,-87.7528,Illinois
2016,1,Twenty Four Seven Weekly,Royal Oak,Mich.,76253,Oakland,major,Metro - Counties in metro areas of 1 million population or more,1,42.4895,-83.1446,Michigan
2016,1,Queens Courier,Queens,N.Y.,76000,Queens,major,Metro - Counties in metro areas of 1 million population or more,1,40.6575,-73.8388,New York
2016,2,Durham News,Durham,N.C.,75594,Durham,minor,"Metro - Counties in metro areas of 250,000 to 1 million population",1,35.981,-78.9056,North Carolina
2016,7,Asbury Park Press,Neptune,N.J.,75380,Monmouth,major,Metro - Counties in metro areas of 1 million population or more,1,40.2002,-74.0336,New Jersey
2016,7,Daily Breeze,Torrance,Calif.,75352,Los Angeles,major,Metro - Counties in metro areas of 1 million population or more,1,33.8346,-118.342,California
2016,7,Chattanooga Times Free Press,Chattanooga,Tenn.,75336,Hamilton,minor,"Metro - Counties in metro areas of 250,000 to 1 million population",1,35.0681,-85.2491,Tennessee
2016,2,Midtown Raleigh News,Raleigh,N.C.,75189,Wake,major,Metro - Counties in metro areas of 1 million population or more,1,35.7971,-78.6646,North Carolina
2016,1,Houston Metro Weekender,Houston,Texas,75000,Harris,major,Metro - Counties in metro areas of 1 million population or more,1,29.7805,-95.3863,Texas
2016,1,Compton Bulletin,Compton,Calif.,75000,Los Angeles,major,Metro - Counties in metro areas of 1 million population or more,1,33.8958,-118.22,California
2016,1,Black News,Columbia,S.C.,75000,Richland,minor,"Metro - Counties in metro areas of 250,000 to 1 million population",1,34.0007,-81.0348,South Carolina
2016,1,Philadelphia Public Record,Philadelphia,Pa.,75000,Philadelphia,major,Metro - Counties in metro areas of 1 million population or more,1,39.9526,-75.1652,Pennsylvania
2016,2,Milwaukee Community Journal,Milwaukee,Wisc.,75000,Milwaukee,major,Metro - Counties in metro areas of 1 million population or more,1,43.0641,-87.9672,Wisconsin
2016,7,Daily Herald,Arlington Heights,Ill.,74491,Cook,major,Metro - Counties in metro areas of 1 million population or more,1,42.0956,-87.9826,Illinois
2016,7,Lexington Herald-Leader,Lexington,Ky.,74253,Fayette,minor,"Metro - Counties in metro areas of 250,000 to 1 million population",1,38.0423,-84.4587,Kentucky
2016,7,Morning Call,Allentown,Pa.,74187,Lehigh,minor,"Metro - Counties in metro areas of 250,000 to 1 million population",1,40.5961,-75.4755,Pennsylvania
2016,7,Blade,Toledo,Ohio,74073,Lucas,minor,"Metro - Counties in metro areas of 250,000 to 1 million population",1,41.6641,-83.5819,Ohio
2016,1,West Valley View,Goodyear,Ariz.,74047,Maricopa,major,Metro - Counties in metro areas of 1 million population or more,1,33.2621,-112.362,Arizona
2016,2,North Raleigh News,Raleigh,N.C.,73782,Wake,major,Metro - Counties in metro areas of 1 million population or more,1,35.8302,-78.6414,North Carolina
2016,7,Post-Standard The,Syracuse,N.Y.,72738,Onondaga,minor,"Metro - Counties in metro areas of 250,000 to 1 million population",1,43.0446,-76.147,New York
2016,3,Birmingham News The,Birmingham,Ala.,72333,Jefferson,major,Metro - Counties in metro areas of 1 million population or more,1,33.5158,-86.8062,Alabama
2016,1,Austin Chronicle,Austin,Texas,71997,Travis,major,Metro - Counties in metro areas of 1 million population or more,1,30.2672,-97.7431,Texas
2016,2,Heritage Sunday,Southgate,Mich.,71995,Wayne,major,Metro - Counties in metro areas of 1 million population or more,1,42.2139,-83.1938,Michigan
2016,7,Tennessean,Nashville,Tenn.,71890,Davidson,major,Metro - Counties in metro areas of 1 million population or more,1,36.1675,-86.7857,Tennessee
2016,1,Courier Journal,Florence,Ala.,71567,Lauderdale,minor,"Metro - Counties in metro areas of fewer than 250,000 population",1,34.7998,-87.6773,Alabama
2016,7,Providence Journal,Providence,R.I.,70914,Providence,major,Metro - Counties in metro areas of 1 million population or more,1,41.8229,-71.4186,Rhode Island
2016,1,Chesterfield Observer,Richmond,Va.,70746,Richmond city,major,Metro - Counties in metro areas of 1 million population or more,1,37.5434,-77.4339,Virginia
2016,7,Dayton Daily News,Dayton,Ohio,70744,Montgomery,minor,"Metro - Counties in metro areas of 250,000 to 1 million population",1,39.7796,-84.2008,Ohio
2016,1,Source The,Macomb,Mich.,70163,Macomb,major,Metro - Counties in metro areas of 1 million population or more,1,42.673,-82.9164,Michigan
2016,1,Willamette Week,Portland,Ore.,70000,Multnomah,major,Metro - Counties in metro areas of 1 million population or more,1,45.5231,-122.676,Oregon
2016,7,Akron Beacon Journal,Akron,Ohio,69644,Summit,minor,"Metro - Counties in metro areas of 250,000 to 1 million population",1,41.08,-81.5219,Ohio
2016,1,Philadelphia Weekly,Philadelphia,Pa.,69423,Philadelphia,major,Metro - Counties in metro areas of 1 million population or more,1,39.9526,-75.1652,Pennsylvania
2016,7,Albuquerque Journal,Albuquerque,N.M.,69057,Bernalillo,minor,"Metro - Counties in metro areas of 250,000 to 1 million population",1,35.1056,-106.647,New Mexico
2016,1,SF Weekly,San Francisco,Calif.,68883,San Francisco,major,Metro - Counties in metro areas of 1 million population or more,1,37.7749,-122.419,California
2016,7,Tulsa World,Tulsa,Okla.,68573,Tulsa,minor,"Metro - Counties in metro areas of 250,000 to 1 million population",1,36.1354,-95.9131,Oklahoma
2016,1,Sacramento News & Review,Sacramento,Calif.,68541,Sacramento,major,Metro - Counties in metro areas of 1 million population or more,1,38.5816,-121.494,California
2016,7,York Daily Record/York Sunday News,York,Pa.,68059,York,minor,"Metro - Counties in metro areas of 250,000 to 1 million population",1,39.9651,-76.7315,Pennsylvania
2016,1,Providence Phoenix,Providence,R.I.,68000,Providence,major,Metro - Counties in metro areas of 1 million population or more,1,41.8229,-71.4186,Rhode Island
2016,1,Loudoun Times-Mirror,Leesburg,Va.,67681,Loudoun,major,Metro - Counties in metro areas of 1 million population or more,1,39.1137,-77.5636,Virginia
2016,7,Florida Times-Union,Jacksonville,Fla.,67528,Duval,major,Metro - Counties in metro areas of 1 million population or more,1,30.3512,-81.6793,Florida
2016,5,Washington Times,Washington,D.C.,67148,District of Columbia,major,Metro - Counties in metro areas of 1 million population or more,1,38.9048,-77.0163,District of Columbia
2016,1,Washington Times National Weekly Edition,Washington,D.C.,67148,District of Columbia,major,Metro - Counties in metro areas of 1 million population or more,1,38.9048,-77.0163,District of Columbia
2016,1,St Louis American,St Louis,Mo.,66408,St. Louis city,major,Metro - Counties in metro areas of 1 million population or more,1,38.627,-90.1994,Missouri
2016,7,Boston Herald,Boston,Mass.,65859,Suffolk,major,Metro - Counties in metro areas of 1 million population or more,1,42.3322,-71.0164,Massachusetts
2016,1,Forward Times,Houston,Texas,64580,Harris,major,Metro - Counties in metro areas of 1 million population or more,1,29.7604,-95.3698,Texas
2016,1,Beaverton Leader,Beaverton,Ore.,64397,Washington,major,Metro - Counties in metro areas of 1 million population or more,1,45.4871,-122.804,Oregon
2016,1,Philadelphia City Paper,Philadelphia,Pa.,64351,Philadelphia,major,Metro - Counties in metro areas of 1 million population or more,1,39.9526,-75.1652,Pennsylvania
2016,1,OC Weekly,Costa Mesa,Calif.,64133,Orange,major,Metro - Counties in metro areas of 1 million population or more,1,33.6668,-117.914,California
2016,1,Suburban News/Village Gazette,Ridgwood,N.J.,63986,Bergen,major,Metro - Counties in metro areas of 1 million population or more,1,40.9818,-74.1136,New Jersey
2016,1,Washington City Paper,Washington,D.C.,63829,District of Columbia,major,Metro - Counties in metro areas of 1 million population or more,1,38.9048,-77.0163,District of Columbia
2016,1,Press-Tribune,Roseville,Calif.,62606,Placer,major,Metro - Counties in metro areas of 1 million population or more,1,38.7658,-121.303,California
2016,7,Commercial Appeal,Memphis,Tenn.,62098,Shelby,major,Metro - Counties in metro areas of 1 million population or more,1,35.1052,-89.9774,Tennessee
2016,1,Pittsburgh City Paper,Pittsburgh,Pa.,61688,Allegheny,major,Metro - Counties in metro areas of 1 million population or more,1,40.4406,-79.9959,Pennsylvania
