days_published,newspaper_name,city,state,total_circulation,county,state_full
1,Campbell County Observer,Gillette,Wyo.,2000,Campbell,Wyoming
1,Keizertimes The,Keizer,Ore.,2000,Marion,Oregon
1,Osceola Sun,Osceola,Wisc.,2000,Polk,Wisconsin
1,Heppner Gazette Times,Heppner,Ore.,2000,Morrow,Oregon
1,Review Independent,Toppenish,Wash.,2000,Yakima,Washington
1,Record-Journal,Ferndale,Wash.,2000,Whatcom,Washington
1,Arctic Sounder,Kotzebue,Alaska,2000,Northwest Arctic Borough,Alaska
1,Valley Falls Vindicator,Valley Falls,Kan.,1997,Jefferson,Kansas
6,Kane Republican,Kane,Pa.,1996,Mc Kean,Pennsylvania
1,Randolph Reporter The,Randolph Twp.,N.J.,1995,Morris,New Jersey
1,Republican-Nonpareil,Central City,Neb.,1995,Merrick,Nebraska
1,Westford Eagle,Westford,Mass.,1995,Middlesex,Massachusetts
1,Frankston Citizen,Frankston,Texas,1989,Anderson,Texas
1,Reynolds County Courier,Ellington,Mo.,1988,Reynolds,Missouri
1,Carrollton Democrat,Carrollton,Mo.,1988,Carroll,Missouri
1,Kankakee Valley Post-News,Demotte,Ind.,1988,Jasper,Indiana
1,Clay County Times Democrat,Rector,Ark.,1986,Clay,Arkansas
1,Review Republican,Attica,Ind.,1982,Fountain,Indiana
1,Fulton-Hickman Free Press,Fulton,Ky.,1980,Fulton,Kentucky
1,Traveler-Watchman,Southold,N.Y.,1980,Suffolk,New York
1,Westchester Suburban Life,Westchester,Ill.,1980,Cook,Illinois
1,Sherwood Voice,Sherwood,Ark.,1979,Pulaski,Arkansas
1,Palacios Beacon,Palacios,Texas,1975,Matagorda,Texas
1,Wyvernwood Chronicle,Los Angeles,Calif.,1975,Los Angeles,California
1,San Carlos Apache Moccasin,Globe,Ariz.,1973,Gila,Arizona
1,DeKalb County Record-Herald,Maysville,Mo.,1973,DeKalb,Missouri
1,Newton County Times,Jasper,Ark.,1972,Newton,Arkansas
1,Sandy Post,Sandy,Ore.,1971,Clackamas,Oregon
1,Mahnomen PioneerThe,Mahnomen,Minn.,1968,Mahnomen,Minnesota
1,Miner County Pioneer,Howard,S.D.,1967,Miner,South Dakota
1,Story City Herald,Story City,Iowa,1963,Story,Iowa
1,Mercedes Enterprise,Mercedes,Texas,1960,Hidalgo,Texas
1,Independent Observer,Conrad,Mont.,1960,Pondera,Montana
4,Colby Free Press,Colby,Kan.,1954,Thomas,Kansas
1,Britton Journal,Britton,S.D.,1954,Marshall,South Dakota
1,Marion Press,Marion,Mich.,1951,Osceola,Michigan
1,Montgomery Monitor,Montgomery,Ga.,1950,Chatham,Georgia
1,North Weld Herald-Voice,Kersey,Colo.,1950,Weld,Colorado
1,Redfield Press,Redfield,S.D.,1950,Spink,South Dakota
1,Carver Reporter,Carver,Mass.,1945,Plymouth,Massachusetts
1,Hanover Mariner,Hanover,Mass.,1945,Plymouth,Massachusetts
1,Jackson County Pilot,Jackson,Minn.,1945,Jackson,Minnesota
1,Coolidge Examiner,Coolidge,Ariz.,1943,Pinal,Arizona
6,News-Herald,Port Clinton,Ohio,1941,Ottawa,Ohio
2,Garden City Observer,Garden City,Mich.,1941,Wayne,Michigan
1,Shelby County Herald,Shelbyville,Mo.,1940,Shelby,Missouri
1,Middle Park Times,Kremmling,Colo.,1940,Grand,Colorado
1,Cohasset Mariner,Cohasset,Mass.,1935,Norfolk,Massachusetts
1,Mt Zion Region NewsThe,Mt. Zion,Ill.,1934,Macon,Illinois
2,Nogales International,Nogales,Ariz.,1932,Santa Cruz,Arizona
1,Kingsburg Recorder,Kingsburg,Calif.,1932,Fresno,California
1,Clinton Courier,Clinton,N.Y.,1930,Oneida,New York
2,Breckenridge American,Breckenridge,Texas,1929,Stephens,Texas
1,Warren Sheaf,Warren,Minn.,1929,Marshall,Minnesota
1,Slatonite,Slaton,Texas,1925,Lubbock,Texas
1,Hot Springs Star,Hot Springs,S.D.,1925,Fall River,South Dakota
1,Delano Herald Journal,Montrose,Minn.,1925,Wright,Minnesota
1,Pine River Times,Bayfield,Colo.,1922,La Plata,Colorado
1,Paper,Barry,Ill.,1921,Pike,Illinois
1,Southern Ulster Times,Marlboro,N.Y.,1921,Ulster,New York
1,Oakland Independent,Oakland,Neb.,1921,Burt,Nebraska
1,Washburn County Register,Shell Lake,Wisc.,1920,Washburn,Wisconsin
1,Lincoln County News,Carrizozo,N.M.,1918,Lincoln,New Mexico
1,Billerica Minuteman,Billerica,Mass.,1918,Middlesex,Massachusetts
1,Des Moines County News,West Burlington,Iowa,1915,Des Moines,Iowa
1,Fountain County Neighbor,Attica,Ind.,1914,Fountain,Indiana
1,Western Nebraska Observer,Kimball,Neb.,1910,Kimball,Nebraska
1,Akron Bugle,Akron,N.Y.,1910,Erie,New York
1,McGregor Mirror & Crawford Sun,McGregor,Texas,1907,McLennan,Texas
1,Webster County Citizen,Seymour,Mo.,1907,Webster,Missouri
1,Post-Herald,Red Creek,N.Y.,1907,Wayne,New York
1,Islands Weekly,Lopez Island,Wash.,1905,San Juan,Washington
1,Bienville Democrat,Arcadia,La.,1903,Bienville Parish,Louisiana
1,Belmont and Tishomingo JournalThe,Belmont,Miss.,1901,Tishomingo,Mississippi
1,Journal,Camp Verde,Ariz.,1901,Yavapai,Arizona
1,Hammonton Gazette The,Hammonton,N.J.,1901,Atlantic,New Jersey
1,Berthoud Recorder,Berthoud,Colo.,1901,Larimer,Colorado
1,Islip News,Islip,N.Y.,1901,Suffolk,New York
1,Orange Transcript,Orange,N.J.,1901,Essex,New Jersey
1,Mid Island News,Centereach,N.Y.,1901,Suffolk,New York
1,Lowndes Signal,Fort Deposit,Ala.,1900,Lowndes,Alabama
2,Jack County Herald,Jacksboro,Texas,1900,Jack,Texas
1,Jacksboro Gazette-News,Jacksboro,Texas,1900,Jack,Texas
1,Garvin County News-Star,Maysville,Okla.,1900,Garvin,Oklahoma
1,Perry County Petit Jean Country Headlight,Perryville,Ark.,1900,Perry,Arkansas
1,Anthony Republican & Bulletin,Anthony,Kan.,1900,Harper,Kansas
1,Olive Hill Times,Olive Hill,Ky.,1900,Carter,Kentucky
1,Tipton Times,Tipton,Mo.,1900,Moniteau,Missouri
1,Gove County Advocate,Quinter,Kan.,1900,Gove,Kansas
1,Toledo Democrat,Toledo,Ill.,1900,Cumberland,Illinois
1,Elmer Times,Elmer,N.J.,1900,Salem,New Jersey
1,Platte County Record Times,Wheatland,Wyo.,1900,Platte,Wyoming
1,Carroll County Mirror-Democrat,Mt. Carroll,Ill.,1900,Carroll,Illinois
1,Delaware County Times,Delhi,N.Y.,1900,Delaware,New York
1,Belleville Enterprise,Wayne,Mich.,1900,Wayne,Michigan
1,Plainview News,Plainview,Neb.,1900,Pierce,Nebraska
1,News Record,Mabel,Minn.,1900,Fillmore,Minnesota
1,Custer County Chronicle,Custer,S.D.,1900,Custer,South Dakota
1,Yellowstone County News,Huntley,Mont.,1900,Yellowstone,Montana
1,Mandan News,Mandan,N.D.,1900,Morton,North Dakota
1,Neodesha Derrick,Neodesha,Kan.,1899,Wilson,Kansas
1,Montgomery County News,Mount Ida,Ark.,1895,Montgomery,Arkansas
1,Modern News,Harrisburg,Ark.,1895,Poinsett,Arkansas
1,Miller County Autogram Sentinel,Tuscumbia,Mo.,1895,Miller,Missouri
1,Platte Enterprise,Platte,S.D.,1890,Charles Mix,South Dakota
1,Labette Avenue,Chetopa,Kan.,1889,Labette,Kansas
1,Anna-Melissa Tribune,Anna,Texas,1888,Collin,Texas
2,Independence Bulletin-Journal,Independence,Iowa,1884,Buchanan,Iowa
1,West Austin News,Austin,Texas,1880,Travis,Texas
1,Yellow Springs News,Yellow Springs,Ohio,1880,Greene,Ohio
1,Eden Valley Watkins Voice,Eden Valley,Minn.,1878,Stearns,Minnesota
1,Citizen,Waldron,Ark.,1875,Scott,Arkansas
1,Cascade Pioneer,Cascade,Iowa,1875,Dubuque,Iowa
1,Sawyer County Gazette,Winter,Wisc.,1873,Sawyer,Wisconsin
1,Newcastle Pacer,Newcastle,Okla.,1872,McClain,Oklahoma
1,East Peoria Times-Courier,East Peoria,Ill.,1872,Tazewell,Illinois
1,Clinch County News,Homerville,Ga.,1870,Clinch,Georgia
1,Napoleon Homestead,Napoleon,N.D.,1870,Logan,North Dakota
1,Salisbury Press,Salisbury,Pa.,1868,Somerset,Pennsylvania
1,Chatham Courier,Chatham,N.J.,1868,Morris,New Jersey
1,Banner-Democrat,Lake Providence,La.,1867,East Carroll Parish,Louisiana
3,Bellmore Life,Bellmore,N.Y.,1863,Nassau,New York
7,Desert Dispatch The,Barstow,Calif.,1862,San Bernardino,California
1,Tower News,Tower,Minn.,1860,St. Louis,Minnesota
1,Herald-Independent,Cottage Grove,Wisc.,1859,Dane,Wisconsin
1,Rankin Independent,Rankin,Ill.,1858,Vermilion,Illinois
1,Aransas Pass Progress,Aransas Pass,Texas,1854,Nueces,Texas
1,Review,Erie,Ill.,1852,Whiteside,Illinois
1,Springfield Advance-Press,Springfield,Minn.,1852,Brown,Minnesota
1,Port Gibson Reveille,Port Gibson,Miss.,1851,Claiborne,Mississippi
1,Stockton Sentinel,Stocketon,Kan.,1851,Rooks,Kansas
1,Crane County News,Crane,Texas,1850,Crane,Texas
1,Chelsea Reporter,Chelsea,Okla.,1850,Rogers,Oklahoma
1,Windsor Review,Windsor,Mo.,1850,Henry,Missouri
1,St Marys Star,St Marys,Kan.,1850,Pottawatomie,Kansas
1,Ogden Reporter,Ogden,Iowa,1850,Boone,Iowa
1,Deerfield Review,Deerfield,Ill.,1849,Lake,Illinois
1,Ramsey News-Journal,Ramsey,Ill.,1844,Fayette,Illinois
1,Pocahontas Record-Democrat,Pocahontas,Iowa,1844,Pocahontas,Iowa
1,New York Mills Herald,New York Mills,Minn.,1835,Otter Tail,Minnesota
1,Grant County Herald,Elbow Lake,Minn.,1835,Becker,Minnesota
1,Owyhee Avalanche,Homedale,Idaho,1834,Owyhee,Idaho
1,Pine County Courier,Sandstone,Minn.,1834,Pine,Minnesota
1,Petersburg Pilot,Petersburg,Alaska,1834,Petersburg Census Area?íç,Alaska
1,Richton Dispatch,Richton,Miss.,1833,Perry,Mississippi
1,Hartley Sentinel/Everly-Royal News,Hartley,Iowa,1832,OBrien,Iowa
1,Wilmington Advocate,Wilmington,Mass.,1830,Middlesex,Massachusetts
1,Kenmare News,Kenmare,N.D.,1828,Ward,North Dakota
1,Princeton Herald,Princeton,Texas,1826,Collin,Texas
2,Eastland Telegram,Eastland,Texas,1825,Eastland,Texas
2,Palo Verde Valley Times/Quartzsite Times,Blythe,Calif.,1825,Riverside,California
1,White Deer News,White Deer,Texas,1825,Carson,Texas
1,Chieftain,Bonner Springs,Kan.,1825,Wyandotte,Kansas
1,Sioux County Capital-Democrat,Orange City,Iowa,1825,Sioux,Iowa
1,Jewett Messenger,Jewett,Texas,1824,Leon,Texas
1,Star Herald,Dodge Center,Minn.,1824,Dodge,Minnesota
1,Lynnfield Villager,Lynnfield,Mass.,1822,Essex,Massachusetts
1,Northern Star,Clinton,Minn.,1822,Big Stone,Minnesota
1,Polk County News,Osceola,Neb.,1820,Polk,Nebraska
1,Saratoga Sun,Saratoga,Wyo.,1820,Carbon,Wyoming
1,Gallatin Democrat,Shawneetown,Ill.,1817,Gallatin,Illinois
1,Review,Port Byron,Ill.,1817,Rock Island,Illinois
1,Rosebud News,Rosebud,Texas,1815,Falls,Texas
2,Higginsville Advance,Higginsville,Mo.,1815,Lafayette,Missouri
1,Colorado Leader,Denver,Colo.,1815,Denver,Colorado
1,Oberlin Herald,Oberlin,Kan.,1815,Decatur,Kansas
1,Mishawaka Enterprise,Mishawaka,Ind.,1815,St. Joseph,Indiana
1,Gaylord Hub,Gaylord,Minn.,1815,Sibley,Minnesota
1,Port Allegany Reporter-Argus,Port Allegany,Pa.,1814,Mc Kean,Pennsylvania
1,Banner,Brown City,Mich.,1814,Sanilac,Michigan
1,La Vernia News,La Vernia,Texas,1813,Wilson,Texas
1,Chelmsford Independent,Chelmsford,Mass.,1812,Middlesex,Massachusetts
1,Pelham Journal,Pelham,Ga.,1810,Mitchell,Georgia
1,Lake Country Sun,Graford,Texas,1810,Palo Pinto,Texas
1,Ken-Ton Bee,Kenmore,N.Y.,1810,Erie,New York
1,Bloomingdale Press,Bloomingdale,Ill.,1806,DuPage,Illinois
1,Princeton Union-Eagle,Princeton,Minn.,1806,Mille Lacs,Minnesota
1,Eveleth Range Scene,Eveleth,Minn.,1803,St. Louis,Minnesota
1,Sentry-Enterprise,Hillsboro,Wisc.,1802,Vernon,Wisconsin
1,Hoxie Sentinel,Hoxie,Kan.,1801,Sheridan,Kansas
2,Wimberley View,Wimberley,Texas,1800,Hays,Texas
1,Johnson City Record-Courier,Johnson City,Texas,1800,Blanco,Texas
1,Mart Messenger,Mart,Texas,1800,McLennan,Texas
1,Arizona Silver Belt,Globe,Ariz.,1800,Gila,Arizona
3,Today in Peachtree City,Peachtree City,Ga.,1800,Fayette,Georgia
1,Valliant Leader,Valliant,Okla.,1800,McCurtain,Oklahoma
1,White Hall Journal,White Hall,Ark.,1800,Jefferson,Arkansas
1,Coalgate Record-Register,Coalgate,Okla.,1800,Coal,Oklahoma
1,England Democrat,England,Ark.,1800,Lonoke,Arkansas
1,News Leader,Landrum,S.C.,1800,Spartanburg,South Carolina
1,Seneca News-Dispatch,Seneca,Mo.,1800,Newton,Missouri
1,Clinch Valley Times,St Paul,Va.,1800,Wise,Virginia
1,Elliott County News,Sandy Hook,Ky.,1800,Elliott,Kentucky
1,Times-Bonanza/Goldfield News,Tonopah,Nev.,1800,Nye,Nevada
1,Glenville Pathfinder,Glenville,W.Va.,1800,Gilmer,West Virginia
1,Clay City News,Clay City,Ind.,1800,Clay,Indiana
1,Hancock News The,Hancock,Md.,1800,Washington,Maryland
1,ThisWeek Worthington News,Worthington,Ohio,1800,Franklin,Ohio
2,Galion Inquirer,Galion,Ohio,1800,Crawford,Ohio
1,Lacon Home Journal,Lacon,Ill.,1800,Marshall,Illinois
1,Ashland Gazette,Ashland,Neb.,1800,Saunders,Nebraska
1,Dunsmuir News,Dunsmuir,Calif.,1800,Siskiyou,California
1,Bridger Valley Pioneer,Lyman,Wyo.,1800,Uinta,Wyoming
1,Banner,Clinton,Mass.,1800,Worcester,Massachusetts
1,Ainsworth Star-Journal,Ainsworth,Neb.,1800,Brown,Nebraska
1,Power County Press,American Falls,Idaho,1800,Power,Idaho
1,Cheektowaga Bee,Cheekotowaga,N.Y.,1800,Erie,New York
1,Sho-Ban News,Fort Hall,Idaho,1800,Bannock,Idaho
1,Siouxland Press,Hospers,Iowa,1800,Sioux,Iowa
1,Calmar Courier,Calmar,Iowa,1800,Winneshiek,Iowa
1,Salem Special,Salem,S.D.,1800,McCook,South Dakota
1,Volga Tribune,Volga,S.D.,1800,Brookings,South Dakota
1,Tri-City Star,White,S.D.,1800,Brookings,South Dakota
1,Challis Messenger,Challis,Idaho,1800,Custer,Idaho
1,Florence Mining News,Florence,Wisc.,1800,Florence,Wisconsin
1,Proctor Journal,Proctor,Minn.,1800,St. Louis,Minnesota
1,Cavalier County Republican,Langdon,N.D.,1800,Cavalier,North Dakota
1,Canby News,Canby,Minn.,1799,Yellow Medicine,Minnesota
1,Sun,Sheridan,Ore.,1796,Yamhill,Oregon
1,Wilmette Life,Wilmette,Ill.,1793,Cook,Illinois
1,Montgomery Messenger,Montgomery,Minn.,1792,Le Sueur,Minnesota
1,Hennessey Clipper,Hennessey,Okla.,1790,Kingfisher,Oklahoma
1,Oak Park Leaves,Oak Park,Ill.,1790,Cook,Illinois
1,Leader-News,Washburn,N.D.,1790,McLean,North Dakota
1,Van Buren County Leader-Record,Farmington,Iowa,1786,Van Buren,Iowa
1,Askov American,Askov,Minn.,1786,Pine,Minnesota
1,Neola Gazette,Neola,Iowa,1783,Pottawattamie,Iowa
1,Southern Piatt Record Herald,Atwood,Ill.,1780,Piatt,Illinois
1,Hudson Sun,Hudson,Mass.,1780,Middlesex,Massachusetts
1,Ozona Stockman,Ozona,Texas,1775,Crockett,Texas
1,Adams County Record,Council,Idaho,1775,Adams,Idaho
1,Abington Mariner/Rockland Standard,Rockland,Mass.,1772,Plymouth,Massachusetts
1,Big Timber Pioneer,Big Timber,Mont.,1768,Sweet Grass,Montana
1,Princeton News-Leader,Princeton,N.C.,1767,Johnston,North Carolina
1,Delta Atlas,Delta,Ohio,1761,Fulton,Ohio
1,West Douglas County Record,Brandon,Minn.,1758,Douglas,Minnesota
1,Springfield Reporter,Springfield,Vt.,1756,Windsor,Vermont
2,Fairhope Courier,Fairhope,Ala.,1752,Baldwin,Alabama
1,Oskaloosa Independent,Oskaloosa,Kan.,1752,Jefferson,Kansas
1,Hermantown Star,Hermantown,Minn.,1752,St. Louis,Minnesota
1,Liberty Vindicator The,Liberty,Texas,1751,Liberty,Texas
1,Graceville News,Graceville,Fla.,1750,Jackson,Florida
2,Gladewater Mirror,Gladewater,Texas,1750,Gregg,Texas
1,Boise City News The,Boise City,Okla.,1750,Cimarron,Oklahoma
1,Stoughton Journal,Stoughton,Mass.,1750,Norfolk,Massachusetts
1,Shepherd Argus,Shepherd,Mich.,1750,Isabella,Michigan
1,Richland County News-Monitor,Hankinson,N.D.,1750,Richland,North Dakota
1,Sargent County Teller The,Milnor,N.D.,1750,Sargent,North Dakota
1,Wakefield News/Bessemer Pick & Axe,Wakefield,Mich.,1748,Gogebic,Michigan
1,Coulee News,West Salem,Wisc.,1747,La Crosse,Wisconsin
1,Needles Desert Star,Needles,Calif.,1746,San Bernardino,California
1,Leader The,St Joseph,Ill.,1746,Champaign,Illinois
1,Walnut Leader The,Walnut,Ill.,1746,Bureau,Illinois
1,Choteau Acantha,Choteau,Mont.,1746,Teton,Montana
1,Choctaw Plaindealer,Ackerman,Miss.,1743,Choctaw,Mississippi
1,Lincoln County Record,Pioche,Nev.,1740,Lincoln,Nevada
4,Macon Chronicle-Herald,Macon,Mo.,1740,Macon,Missouri
1,Luling Newsboy and Signal,Luling,Texas,1739,Caldwell,Texas
1,Henderson County Quill,Stronghurst,Ill.,1739,Henderson,Illinois
1,Marlette Leader,Marlette,Mich.,1738,Sanilac,Michigan
2,Islander,Gulf Shores,Ala.,1737,Baldwin,Alabama
2,The Islander,Foley,Ala.,1737,Baldwin,Alabama
6,Daily Herald,Tyrone,Pa.,1737,Blair,Pennsylvania
1,Muenster Enterprise,Muenster,Texas,1736,Cooke,Texas
1,Columbus Journal,Columbus,Wisc.,1736,Columbia,Wisconsin
1,Norridge Harwood Heights News,Norridge,Ill.,1735,Cook,Illinois
1,Lennox Independent,Lennox,S.D.,1735,Lincoln,South Dakota
1,Baldwin City Signal,Baldwin City,Kan.,1734,Douglas,Kansas
1,Perquimans Weekly,Hertford,N.C.,1733,Perquimans,North Carolina
1,Tonkawa News,Tonkawa,Okla.,1731,Kay,Oklahoma
1,Plainsman-News,Zachary,La.,1729,East Baton Rouge Parish,Louisiana
1,Rising Sun Recorder,Rising Sun,Ind.,1729,Ohio,Indiana
1,Akron News-Reporter,Akron,Colo.,1729,Washington,Colorado
1,Lafayette Leader,Lafayette,Ind.,1729,Tippecanoe,Indiana
1,Oyster Bay Enterprise Pilot,Oyster Bay,N.Y.,1729,Nassau,New York
1,Eddyville Tribune,Albia,Iowa,1729,Monroe,Iowa
1,Manteno News,Manteno,Ill.,1729,Kankakee,Illinois
1,Moscow Villager,Moscow,Pa.,1729,Lackawanna,Pennsylvania
1,Itasca Press,Itasca,Ill.,1729,DuPage,Illinois
1,Marlborough Enterprise,Marlborough,Mass.,1729,Middlesex,Massachusetts
1,Whitewater Register,Whitewater,Wisc.,1729,Walworth,Wisconsin
1,County Line Connection,Ontario,Wisc.,1729,Vernon,Wisconsin
1,South Lincoln County News,Waldport,Ore.,1729,Lincoln,Oregon
1,Record,Havre De Grace,Md.,1728,Harford,Maryland
1,Humansville Star-Leader,Humansville,Mo.,1725,Polk,Missouri
1,Barnesville Record Review,Barnesville,Minn.,1725,Clay,Minnesota
1,North Warren Town and County News,Norwalk,Iowa,1722,Warren,Iowa
1,Winnetka Talk,Winnetka,Ill.,1719,Cook,Illinois
1,Clarence Courier,Clarence,Mo.,1718,Shelby,Missouri
2,Childress Index,Childress,Texas,1716,Childress,Texas
1,Island Ad-Vantages,Stonington,Maine,1713,Hancock,Maine
1,Hawley Herald,Hawley,Minn.,1712,Clay,Minnesota
1,Lake Park Journal,Lake Park,Minn.,1712,Becker,Minnesota
1,News,Andover,Ohio,1710,Ashtabula,Ohio
1,Jordan Independent,Jordan,Minn.,1709,Scott,Minnesota
1,Norwell Mariner,Norwell,Mass.,1707,Plymouth,Massachusetts
1,Griggs County Courier,Cooperstown,N.D.,1706,Griggs,North Dakota
1,Lamberton News,Lamberton,Minn.,1704,Redwood,Minnesota
1,Carlisle County News,Bardwell,Ky.,1702,Carlisle,Kentucky
1,Arizona Capitol Times,Phoenix,Ariz.,1701,Maricopa,Arizona
1,Florala News,Florala,Ala.,1700,Covington,Alabama
2,Pecos Enterprise,Pecos,Texas,1700,Reeves,Texas
1,Coosa County News,Rockford,Ala.,1700,Coosa,Alabama
1,Stamford Star,Stamford,Texas,1700,Jones,Texas
1,Murfreesboro Diamond,Murfreesboro,Ark.,1700,Pike,Arkansas
1,Talihina American,Talihina,Okla.,1700,Le Flore,Oklahoma
1,Grand Prairie Herald,Hazen,Ark.,1700,Prairie,Arkansas
1,Hansford County Reporter-Statesman,Spearman,Texas,1700,Hansford,Texas
1,Missourian-News,Portageville,Mo.,1700,New Madrid,Missouri
1,Herald-Enterprise,Golconda,Ill.,1700,Pope,Illinois
1,Mullens Advocate,Mullens,W.Va.,1700,Wyoming,West Virginia
1,Sacramento Gazette,Sacramento,Calif.,1700,Sacramento,California
1,Trenton Sun,Trenton,Ill.,1700,Clinton,Illinois
1,New Haven Leader,New Haven,Mo.,1700,Franklin,Missouri
1,Times News,Nephi,Utah,1700,Juab,Utah
1,Gallatin North Missourian,Gallatin,Mo.,1700,Daviess,Missouri
1,Bedford Times-Press,Bedford,Iowa,1700,Taylor,Iowa
1,Coon Rapids Enterprise,Coon Rapids,Iowa,1700,Carroll,Iowa
1,Saugerties Times,Saugerties,N.Y.,1700,Ulster,New York
1,Sheridan County Journal Star,Gordon,Neb.,1700,Sheridan,Nebraska
1,Sumner Gazette,Sumner,Iowa,1700,Bremer,Iowa
1,Shelley Pioneer,Shelley,Idaho,1700,Bingham,Idaho
1,Prairie Pioneer,Pollock,S.D.,1700,Campbell,South Dakota
1,Dayton Chronicle,Dayton,Wash.,1700,Columbia,Washington
1,Tioga Tribune,Tioga,N.D.,1700,Williams,North Dakota
1,Tundra Drums,Bethel,Alaska,1700,Bethel Census Area,Alaska
1,Redding Pilot,Redding,Conn.,1696,Fairfield,Connecticut
1,Buffalo Express,Buffalo,Texas,1695,Leon,Texas
1,Clinton Topper,Clinton,Wisc.,1694,Rock,Wisconsin
1,Plano Record,Plano,Ill.,1693,Kendall,Illinois
1,Wahkiakum County Eagle,Cathlamet,Wash.,1693,Wahkiakum,Washington
1,Cranbury Press,Dayton,N.J.,1691,Middlesex,New Jersey
1,Little Neck Ledger The,Queens,N.Y.,1686,Queens,New York
1,Pioneer-Review,Philip,S.D.,1685,Haakon,South Dakota
1,Montgomery Herald,Montgomery,W.Va.,1684,Fayette,West Virginia
1,Headland Observer,Headland,Ala.,1682,Henry,Alabama
1,Red Cloud Chief,Red Cloud,Neb.,1682,Webster,Nebraska
1,Boulder City Review,Boulder City,Nev.,1681,Clark,Nevada
1,Bridgeport News-Blade,Bridgeport,Neb.,1681,Morrill,Nebraska
1,Brunswicker,Brunswick,Mo.,1680,Chariton,Missouri
1,Edgerton Enterprise,Edgerton,Minn.,1679,Pipestone,Minnesota
1,Oxford Press,Oxford,Ohio,1678,Butler,Ohio
1,Dawson Sentinel,Dawson,Minn.,1677,Lac qui Parle,Minnesota
1,Wellington Leader,Wellington,Texas,1675,Collingsworth,Texas
1,New Washington Herald,New Washington,Ohio,1675,Crawford,Ohio
1,Northwood Anchor The,Northwood,Iowa,1670,Worth,Iowa
1,Duncannon Record,Duncannon,Pa.,1669,Perry,Pennsylvania
1,Harlan County Journal,Alma,Neb.,1667,Harlan,Nebraska
1,Ellinwood Leader,Ellinwood,Kan.,1666,Barton,Kansas
1,Bloomfield Life,Bloomfield,N.J.,1665,Essex,New Jersey
1,DeValls Bluff Times,DeValls Bluff,Ark.,1664,Prairie,Arkansas
1,Libertyville Review,Libertyville,Ill.,1664,Lake,Illinois
1,Hanover Eagle,Hanover,N.J.,1663,Morris,New Jersey
1,Warren Times-Gazette,Warren,R.I.,1660,Bristol,Rhode Island
1,Advocate The,Fairhaven,Mass.,1659,Bristol,Massachusetts
1,Arco Advertiser,Arco,Idaho,1655,Butte,Idaho
1,Norman County Index,Ada,Minn.,1653,Norman,Minnesota
1,Cooper Review,Cooper,Texas,1650,Delta,Texas
1,Nocona News,Nocona,Texas,1650,Montague,Texas
1,Muleshoe Journal,Muleshoe,Texas,1650,Bailey,Texas
1,Gustine Press-Standard,Gustine,Calif.,1650,Merced,California
1,Gazette-News,Bunker Hill,Ill.,1650,Macoupin,Illinois
1,Santa Fe Times,Alma,Mo.,1650,Lafayette,Missouri
1,Kemmerer Gazette,Kemmerer,Wyo.,1650,Lincoln,Wyoming
1,Mapleton Press Budget Booster,Charter Oak,Iowa,1650,Crawford,Iowa
1,Norway Current,Norway,Mich.,1650,Dickinson,Michigan
1,Steele Ozone & Kidder County Press,Steele,N.D.,1650,Kidder,North Dakota
1,Times-Sun,West Newton,Pa.,1648,Westmoreland,Pennsylvania
1,Nebraska Journal-Leader,Ponca,Neb.,1642,Dixon,Nebraska
1,Western Guard The,Madison,Minn.,1642,Lac qui Parle,Minnesota
1,Western Itasca Review,Deer River,Minn.,1640,Itasca,Minnesota
1,Weekly Packet The,Blue Hill,Maine,1632,Hancock,Maine
